sample_id,item_id,cloud_pct,num_water_pixels,days_before_sample,visual_href
afba6163b047c15b0c4ffe9a3856be2d,S2B_MSIL2A_20190703T155829_R097_T17RMN_20201005T085416,0.0036025879815704343,108587.0,0,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MN/2019/07/03/S2B_MSIL2A_20190703T155829_N0212_R097_T17RMN_20201005T085416.SAFE/GRANULE/L2A_T17RMN_A012135_20190703T160727/IMG_DATA/R10m/T17RMN_20190703T155829_TCI_10m.tif
b0660fa1f65b4dd9e7dc03fed3dbb7f1,S2B_MSIL2A_20190623T155829_R097_T17RMM_20201006T053622,0.00965712334780276,74351.0,22,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RMM_20201006T053622.SAFE/GRANULE/L2A_T17RMM_A011992_20190623T161512/IMG_DATA/R10m/T17RMM_20190623T155829_TCI_10m.tif
b1a010f31ec93361e8c9856267c42825,S2B_MSIL2A_20190613T155829_R097_T17RMM_20201006T015146,0.004492102593826982,13261.0,21,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/06/13/S2B_MSIL2A_20190613T155829_N0212_R097_T17RMM_20201006T015146.SAFE/GRANULE/L2A_T17RMM_A011849_20190613T161022/IMG_DATA/R10m/T17RMM_20190613T155829_TCI_10m.tif
b1eec962da4df213e4a7bddadc68f479,S2B_MSIL2A_20190603T155829_R097_T17RLN_20201005T214550,0.0003639981557426776,116211.0,29,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/LN/2019/06/03/S2B_MSIL2A_20190603T155829_N0212_R097_T17RLN_20201005T214550.SAFE/GRANULE/L2A_T17RLN_A011706_20190603T161410/IMG_DATA/R10m/T17RLN_20190603T155829_TCI_10m.tif
b25b8253b3b1a2e63da1f4a6c7c2f323,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161604.0,17,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
b2fe90c648fdeca7389591cca7d6ca0e,S2B_MSIL2A_20190630T160519_R054_T17RNM_20201006T082720,0.04616222370733398,82035.0,15,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NM/2019/06/30/S2B_MSIL2A_20190630T160519_N0212_R054_T17RNM_20201006T082720.SAFE/GRANULE/L2A_T17RNM_A012092_20190630T160520/IMG_DATA/R10m/T17RNM_20190630T160519_TCI_10m.tif
b41edc12ad970a2cdc7f2917fdce5571,S2A_MSIL2A_20190625T160521_R054_T17RMK_20201006T061035,0.0013861043043489022,130432.0,8,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RMK_20201006T061035.SAFE/GRANULE/L2A_T17RMK_A020929_20190625T160516/IMG_DATA/R10m/T17RMK_20190625T160521_TCI_10m.tif
b7510dc5690c8e73d9660313ea447498,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161202.0,20,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
b88221a053219e11bf6f75f02f20a4a1,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161202.0,9,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
b88f22be8a49c41181722a67f034e164,S2B_MSIL2A_20190703T155829_R097_T17RML_20201005T085415,0.042325685007796834,141321.0,3,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/ML/2019/07/03/S2B_MSIL2A_20190703T155829_N0212_R097_T17RML_20201005T085415.SAFE/GRANULE/L2A_T17RML_A012135_20190703T160727/IMG_DATA/R10m/T17RML_20190703T155829_TCI_10m.tif
