"latitude","longitude","date","CyFi_cells_ml"
28.5403282552535,-80.583492740103,2019-07-04,572054.491729812
28.8957409981711,-81.8397769315006,2019-07-04,161019.843424841
28.9278226205734,-81.0946859389592,2019-07-04,620268.033950498
28.7278250109227,-81.2203586582501,2019-07-04,620268.033950498
29.5100254979671,-82.1311580181668,2019-07-04,333547.277363238
29.4621304603272,-82.1795791493249,2019-07-04,333547.277363238
28.9882942463132,-81.3462945004845,2019-07-04,436814.85576831
28.8466757747951,-81.7274141661126,2019-07-04,174590.8180987
29.3003878499413,-81.8653821625855,2019-07-04,184267.778458977
28.7854379049606,-81.6827647960079,2019-07-04,140704.957716374
28.6237266281187,-81.6261395680746,2019-07-04,709821.909114728
28.0774432826617,-81.3234173856523,2019-07-04,709821.909114728
27.9779046943683,-81.5232540583898,2019-07-04,1470372.59608629
27.877797241957,-81.0919405616703,2019-07-04,749164.862840259
27.9113865446157,-81.2665105450388,2019-07-04,291465.663855971
25.2080496927184,-80.7757886484817,2019-07-04,857328.774136675
25.193498292291,-80.72952893327,2019-07-04,261656.422980721
25.1688371917614,-80.959687378183,2019-07-04,425190.350647824
26.4226698478972,-81.4933453119557,2019-07-04,499881.886345736
27.7958069226913,-81.5123262885453,2019-07-04,1284864.7071018
25.1778750681986,-80.7405180780307,2019-07-04,247915.340006955
27.7402899318058,-81.4960848675335,2019-07-04,261656.422980721
27.8937570117933,-81.3569074523797,2019-07-04,690932.14767879
28.0673032235626,-81.931124763678,2019-07-04,513548.423083013
28.060965274634,-82.2775657832782,2019-07-04,1250671.92228782
28.0997695665893,-81.7435972957896,2019-07-04,381704.605491386
28.0920534904943,-81.6675805499147,2019-07-04,156734.787709189
28.0511345845852,-81.6533110440384,2019-07-04,769646.679445236
28.13805847513,-81.7803108324235,2019-07-04,216637.382641607
28.1062989296243,-81.7680134300449,2019-07-04,527588.596536268
28.023905584016,-81.74417067752,2019-07-04,299434.198646982
27.9712253632218,-81.8380089824864,2019-07-04,1035488.78602435
27.1105742244374,-80.7756723167835,2019-07-04,67925.2741611093
27.055828637896,-80.8390047386119,2019-07-04,216637.382641607
27.8769464321624,-81.2657761492976,2019-07-04,39605.1260642671
29.5352735079721,-82.1444008011973,2019-07-04,342666.303765707
27.9906331691402,-81.8376478307218,2019-07-04,955000.062486457
27.0944773568127,-80.8100852778929,2019-07-04,107440.841212367
26.9212139890609,-80.8393990597198,2019-07-04,34608.3903057916
28.8259961723709,-81.8698138974633,2019-07-04,216637.382641607
28.8532317588678,-81.7410903434044,2019-07-04,205260.508280234
26.7502795650114,-80.8502842283015,2019-07-04,402861.161013037
28.6765899023067,-81.6641106836588,2019-07-04,749164.862840259
27.3321755204931,-81.2618174290056,2019-07-04,513548.423083013
28.7974701866984,-81.6553560034067,2019-07-04,199798.121188704
26.7683189024127,-80.8073637198255,2019-07-04,654647.328592975
26.7818765439356,-80.8149607565963,2019-07-04,140704.957716374
28.609053352354,-81.6484098834918,2019-07-04,654647.328592975
27.1172005767724,-80.7438484168797,2019-07-04,77732.2788587035
26.9712935332636,-81.0013930304943,2019-07-04,709821.909114728
27.049004366321,-80.8391129985061,2019-07-04,88955.2121973881
26.9355949256254,-80.6797921202582,2019-07-04,13832.6503706919
27.1260411988956,-80.7451836865979,2019-07-04,122953.076495864
26.8244824039312,-80.8856716471789,2019-07-04,228644.837484919
28.6044744227335,-81.6056022865945,2019-07-04,709821.909114728
26.8217158993085,-80.6813633835224,2019-07-04,75663.669557331
27.8748856018521,-81.2118709508931,2019-07-04,473630.214786862
27.096069352816,-80.7164808212166,2019-07-04,50486.7483009863
28.671418292054,-81.6007262850412,2019-07-04,1122761.21028775
27.7397148305408,-81.505461338859,2019-07-04,413875.19654302
27.9742536263217,-81.8296191430444,2019-07-04,1007932.38647339
26.9886982689427,-80.8713476305267,2019-07-04,25723.3424826011
28.6271351848571,-81.6760397842789,2019-07-04,729228.107784489
27.8894444091353,-81.2457183515802,2019-07-04,371546.69285986
28.8446306458245,-81.8628781110276,2019-07-04,165422.050557576
29.4691246494849,-82.1959364130055,2019-07-04,342666.303765707
28.5403282552535,-80.583492740103,2019-07-05,486579.043114264
28.7278250109227,-81.2203586582501,2019-07-05,654647.328592975
25.1596299465272,-81.1121157482411,2019-07-05,25723.3424826011
27.9779046943683,-81.5232540583898,2019-07-05,1356080.27831194
27.877797241957,-81.0919405616703,2019-07-05,880767.741436161
27.9113865446157,-81.2665105450388,2019-07-05,352034.640080662
25.1688371917614,-80.959687378183,2019-07-05,425190.350647824
26.4226698478972,-81.4933453119557,2019-07-05,709821.909114728
27.7958069226913,-81.5123262885453,2019-07-05,1184991.94982109
25.1778750681986,-80.7405180780307,2019-07-05,283709.187497171
27.7402899318058,-81.4960848675335,2019-07-05,834513.56400065
28.0511345845852,-81.6533110440384,2019-07-05,587694.193708415
26.7502795650114,-80.8502842283015,2019-07-05,654647.328592975
26.7683189024127,-80.8073637198255,2019-07-05,1092882.31934409
26.7818765439356,-80.8149607565963,2019-07-05,603761.477816897
26.9712935332636,-81.0013930304943,2019-07-05,769646.679445236
26.8244824039312,-80.8856716471789,2019-07-05,392140.230698514
27.7397148305408,-81.505461338859,2019-07-05,749164.862840259
27.8894444091353,-81.2457183515802,2019-07-05,542012.621758387
28.5403282552535,-80.583492740103,2019-07-06,324670.926244608
28.7278250109227,-81.2203586582501,2019-07-06,603761.477816897
29.0973644089416,-81.4238396741809,2019-07-06,129767.936866997
28.9882942463132,-81.3462945004845,2019-07-06,222560.147257429
28.0774432826617,-81.3234173856523,2019-07-06,672545.080062985
27.9779046943683,-81.5232540583898,2019-07-06,1356080.27831194
27.877797241957,-81.0919405616703,2019-07-06,790688.459326986
28.0796187660421,-81.5352939254011,2019-07-06,283709.187497171
27.9113865446157,-81.2665105450388,2019-07-06,268809.987082336
25.2080496927184,-80.7757886484817,2019-07-06,1007932.38647339
27.7958069226913,-81.5123262885453,2019-07-06,1035488.78602435
27.7402899318058,-81.4960848675335,2019-07-06,672545.080062985
27.8937570117933,-81.3569074523797,2019-07-06,556830.993077016
28.0673032235626,-81.931124763678,2019-07-06,513548.423083013
28.060965274634,-82.2775657832782,2019-07-06,1035488.78602435
28.0997695665893,-81.7435972957896,2019-07-06,254693.229333387
28.0511345845852,-81.6533110440384,2019-07-06,709821.909114728
28.13805847513,-81.7803108324235,2019-07-06,161019.843424841
28.1062989296243,-81.7680134300449,2019-07-06,392140.230698514
28.023905584016,-81.74417067752,2019-07-06,254693.229333387
27.9712253632218,-81.8380089824864,2019-07-06,929585.626668079
27.8769464321624,-81.2657761492976,2019-07-06,690932.14767879
27.9906331691402,-81.8376478307218,2019-07-06,955000.062486457
26.7502795650114,-80.8502842283015,2019-07-06,513548.423083013
26.9712935332636,-81.0013930304943,2019-07-06,620268.033950498
27.8748856018521,-81.2118709508931,2019-07-06,448757.169416412
27.7397148305408,-81.505461338859,2019-07-06,637225.871600731
27.9742536263217,-81.8296191430444,2019-07-06,981109.317081542
27.8894444091353,-81.2457183515802,2019-07-06,241317.823687853
28.7278250109227,-81.2203586582501,2019-07-07,572054.491729812
28.8466757747951,-81.7274141661126,2019-07-07,152563.765780278
28.7854379049606,-81.6827647960079,2019-07-07,199798.121188704
28.6237266281187,-81.6261395680746,2019-07-07,857328.774136675
28.0774432826617,-81.3234173856523,2019-07-07,769646.679445236
26.9456187017659,-80.8331578130505,2019-07-07,12417.9355072395
27.9779046943683,-81.5232540583898,2019-07-07,1217389.07493797
27.877797241957,-81.0919405616703,2019-07-07,620268.033950498
28.0796187660421,-81.5352939254011,2019-07-07,436814.85576831
27.9113865446157,-81.2665105450388,2019-07-07,361659.102324386
25.2080496927184,-80.7757886484817,2019-07-07,1063798.56463763
25.1688371917614,-80.959687378183,2019-07-07,283709.187497171
26.4226698478972,-81.4933453119557,2019-07-07,654647.328592975
27.8937570117933,-81.3569074523797,2019-07-07,587694.193708415
28.0673032235626,-81.931124763678,2019-07-07,556830.993077016
28.0997695665893,-81.7435972957896,2019-07-07,324670.926244608
28.0511345845852,-81.6533110440384,2019-07-07,769646.679445236
28.1062989296243,-81.7680134300449,2019-07-07,513548.423083013
27.9712253632218,-81.8380089824864,2019-07-07,812305.511619333
27.055828637896,-80.8390047386119,2019-07-07,342666.303765707
27.9906331691402,-81.8376478307218,2019-07-07,981109.317081542
27.0944773568127,-80.8100852778929,2019-07-07,316030.792341733
28.6765899023067,-81.6641106836588,2019-07-07,637225.871600731
27.3321755204931,-81.2618174290056,2019-07-07,513548.423083013
28.7974701866984,-81.6553560034067,2019-07-07,247915.340006955
26.7683189024127,-80.8073637198255,2019-07-07,96452.4802741759
28.609053352354,-81.6484098834918,2019-07-07,352034.640080662
27.1172005767724,-80.7438484168797,2019-07-07,93885.6894793467
26.9712935332636,-81.0013930304943,2019-07-07,542012.621758387
27.049004366321,-80.8391129985061,2019-07-07,283709.187497171
27.1260411988956,-80.7451836865979,2019-07-07,96452.4802741759
26.8244824039312,-80.8856716471789,2019-07-07,729228.107784489
28.6044744227335,-81.6056022865945,2019-07-07,749164.862840259
27.096069352816,-80.7164808212166,2019-07-07,62645.4307799176
28.671418292054,-81.6007262850412,2019-07-07,1007932.38647339
26.9886982689427,-80.8713476305267,2019-07-07,59355.5590753823
27.0390682223804,-80.8088271573049,2019-07-07,41800.3001241713
27.8894444091353,-81.2457183515802,2019-07-07,352034.640080662
28.7278250109227,-81.2203586582501,2019-07-08,572054.491729812
28.1445098789072,-80.7452333172648,2019-07-08,291465.663855971
29.0973644089416,-81.4238396741809,2019-07-08,136960.521189427
28.6237266281187,-81.6261395680746,2019-07-08,790688.459326986
28.2062711716083,-81.3808267471528,2019-07-08,291465.663855971
27.877797241957,-81.0919405616703,2019-07-08,769646.679445236
27.9113865446157,-81.2665105450388,2019-07-08,276159.126277323
25.2080496927184,-80.7757886484817,2019-07-08,1393154.87822938
25.1688371917614,-80.959687378183,2019-07-08,316030.792341733
26.4226698478972,-81.4933453119557,2019-07-08,620268.033950498
28.0673032235626,-81.931124763678,2019-07-08,654647.328592975
28.1062989296243,-81.7680134300449,2019-07-08,499881.886345736
27.9712253632218,-81.8380089824864,2019-07-08,857328.774136675
27.1105742244374,-80.7756723167835,2019-07-08,59355.5590753823
27.055828637896,-80.8390047386119,2019-07-08,381704.605491386
27.8769464321624,-81.2657761492976,2019-07-08,654647.328592975
27.9906331691402,-81.8376478307218,2019-07-08,955000.062486457
27.0944773568127,-80.8100852778929,2019-07-08,425190.350647824
28.6765899023067,-81.6641106836588,2019-07-08,709821.909114728
27.0316171754913,-80.9350404026146,2019-07-08,499881.886345736
27.3321755204931,-81.2618174290056,2019-07-08,603761.477816897
28.609053352354,-81.6484098834918,2019-07-08,690932.14767879
27.1172005767724,-80.7438484168797,2019-07-08,69782.3193553221
26.9712935332636,-81.0013930304943,2019-07-08,556830.993077016
27.049004366321,-80.8391129985061,2019-07-08,324670.926244608
27.1260411988956,-80.7451836865979,2019-07-08,14599.3459551017
26.8244824039312,-80.8856716471789,2019-07-08,1035488.78602435
28.6044744227335,-81.6056022865945,2019-07-08,769646.679445236
27.8748856018521,-81.2118709508931,2019-07-08,16707.1895542882
27.096069352816,-80.7164808212166,2019-07-08,116496.103619895
28.671418292054,-81.6007262850412,2019-07-08,1184991.94982109
27.9742536263217,-81.8296191430444,2019-07-08,857328.774136675
26.9886982689427,-80.8713476305267,2019-07-08,119681.052551551
27.0390682223804,-80.8088271573049,2019-07-08,7850.75455782198
28.5403282552535,-80.583492740103,2019-07-10,299434.198646982
25.2080496927184,-80.7757886484817,2019-07-10,1217389.07493797
26.4226698478972,-81.4933453119557,2019-07-10,709821.909114728
27.0944773568127,-80.8100852778929,2019-07-10,499881.886345736
28.6765899023067,-81.6641106836588,2019-07-10,620268.033950498
28.609053352354,-81.6484098834918,2019-07-10,556830.993077016
28.6044744227335,-81.6056022865945,2019-07-10,542012.621758387
28.671418292054,-81.6007262850412,2019-07-10,981109.317081542
28.5403282552535,-80.583492740103,2019-07-11,473630.214786862
27.877797241957,-81.0919405616703,2019-07-11,749164.862840259
26.4226698478972,-81.4933453119557,2019-07-11,769646.679445236
27.7958069226913,-81.5123262885453,2019-07-11,1356080.27831194
28.060965274634,-82.2775657832782,2019-07-11,1063798.56463763
27.9712253632218,-81.8380089824864,2019-07-11,880767.741436161
27.1105742244374,-80.7756723167835,2019-07-11,527588.596536268
27.055828637896,-80.8390047386119,2019-07-11,413875.19654302
27.9906331691402,-81.8376478307218,2019-07-11,955000.062486457
27.0944773568127,-80.8100852778929,2019-07-11,749164.862840259
26.8848400585537,-80.6634810596061,2019-07-11,57775.990543567
26.9712935332636,-81.0013930304943,2019-07-11,513548.423083013
27.049004366321,-80.8391129985061,2019-07-11,333547.277363238
27.096069352816,-80.7164808212166,2019-07-11,133315.731506003
27.7397148305408,-81.505461338859,2019-07-11,790688.459326986
27.9742536263217,-81.8296191430444,2019-07-11,955000.062486457
27.0390682223804,-80.8088271573049,2019-07-11,129767.936866997
28.5403282552535,-80.583492740103,2019-07-12,136960.521189427
28.8957409981711,-81.8397769315006,2019-07-12,152563.765780278
28.7680494951769,-81.8057194028974,2019-07-12,46562.4045696293
28.7278250109227,-81.2203586582501,2019-07-12,499881.886345736
29.5100254979671,-82.1311580181668,2019-07-12,392140.230698514
29.0144174373982,-81.9441993413314,2019-07-12,184267.778458977
29.4621304603272,-82.1795791493249,2019-07-12,21297.537911519
28.1445098789072,-80.7452333172648,2019-07-12,234895.88029449
29.0973644089416,-81.4238396741809,2019-07-12,84283.6626216936
28.8466757747951,-81.7274141661126,2019-07-12,234895.88029449
29.3003878499413,-81.8653821625855,2019-07-12,101798.504987434
28.7854379049606,-81.6827647960079,2019-07-12,283709.187497171
28.6237266281187,-81.6261395680746,2019-07-12,812305.511619333
28.2062711716083,-81.3808267471528,2019-07-12,307620.589448459
28.0774432826617,-81.3234173856523,2019-07-12,749164.862840259
27.9779046943683,-81.5232540583898,2019-07-12,1035488.78602435
28.0796187660421,-81.5352939254011,2019-07-12,342666.303765707
27.9113865446157,-81.2665105450388,2019-07-12,333547.277363238
25.1688371917614,-80.959687378183,2019-07-12,371546.69285986
27.8937570117933,-81.3569074523797,2019-07-12,587694.193708415
28.0673032235626,-81.931124763678,2019-07-12,513548.423083013
28.0511345845852,-81.6533110440384,2019-07-12,790688.459326986
27.9712253632218,-81.8380089824864,2019-07-12,857328.774136675
27.1105742244374,-80.7756723167835,2019-07-12,392140.230698514
27.055828637896,-80.8390047386119,2019-07-12,234895.88029449
27.9906331691402,-81.8376478307218,2019-07-12,880767.741436161
27.0944773568127,-80.8100852778929,2019-07-12,620268.033950498
28.8259961723709,-81.8698138974633,2019-07-12,316030.792341733
28.6765899023067,-81.6641106836588,2019-07-12,709821.909114728
27.0316171754913,-80.9350404026146,2019-07-12,499881.886345736
27.3321755204931,-81.2618174290056,2019-07-12,425190.350647824
28.7974701866984,-81.6553560034067,2019-07-12,324670.926244608
28.609053352354,-81.6484098834918,2019-07-12,672545.080062985
27.1172005767724,-80.7438484168797,2019-07-12,91387.2060516864
27.049004366321,-80.8391129985061,2019-07-12,169944.611972288
27.1260411988956,-80.7451836865979,2019-07-12,84283.6626216936
26.8244824039312,-80.8856716471789,2019-07-12,45323.2871193087
28.6044744227335,-81.6056022865945,2019-07-12,749164.862840259
27.8748856018521,-81.2118709508931,2019-07-12,228644.837484919
27.096069352816,-80.7164808212166,2019-07-12,38551.1555212512
28.8615137964089,-81.713425620339,2019-07-12,216637.382641607
28.671418292054,-81.6007262850412,2019-07-12,1184991.94982109
27.9742536263217,-81.8296191430444,2019-07-12,904847.519127926
28.6271351848571,-81.6760397842789,2019-07-12,749164.862840259
27.8894444091353,-81.2457183515802,2019-07-12,381704.605491386
27.1105742244374,-80.7756723167835,2019-07-14,361659.102324386
27.055828637896,-80.8390047386119,2019-07-14,73650.1100307054
27.0944773568127,-80.8100852778929,2019-07-14,572054.491729812
27.1172005767724,-80.7438484168797,2019-07-14,283709.187497171
26.9712935332636,-81.0013930304943,2019-07-14,527588.596536268
27.049004366321,-80.8391129985061,2019-07-14,46562.4045696293
27.1260411988956,-80.7451836865979,2019-07-14,228644.837484919
27.096069352816,-80.7164808212166,2019-07-14,32790.9047750984
28.5403282552535,-80.583492740103,2019-07-15,620268.033950498
29.5100254979671,-82.1311580181668,2019-07-15,448757.169416412
28.6237266281187,-81.6261395680746,2019-07-15,749164.862840259
25.1596299465272,-81.1121157482411,2019-07-15,169944.611972288
28.0774432826617,-81.3234173856523,2019-07-15,672545.080062985
27.9779046943683,-81.5232540583898,2019-07-15,1063798.56463763
27.877797241957,-81.0919405616703,2019-07-15,620268.033950498
27.9113865446157,-81.2665105450388,2019-07-15,425190.350647824
25.2080496927184,-80.7757886484817,2019-07-15,1063798.56463763
25.1688371917614,-80.959687378183,2019-07-15,86587.9384977252
26.4226698478972,-81.4933453119557,2019-07-15,556830.993077016
25.1778750681986,-80.7405180780307,2019-07-15,413875.19654302
27.7402899318058,-81.4960848675335,2019-07-15,790688.459326986
28.0673032235626,-81.931124763678,2019-07-15,690932.14767879
28.060965274634,-82.2775657832782,2019-07-15,1007932.38647339
28.0511345845852,-81.6533110440384,2019-07-15,499881.886345736
27.9712253632218,-81.8380089824864,2019-07-15,834513.56400065
27.1105742244374,-80.7756723167835,2019-07-15,392140.230698514
27.055828637896,-80.8390047386119,2019-07-15,133315.731506003
27.8769464321624,-81.2657761492976,2019-07-15,929585.626668079
27.9906331691402,-81.8376478307218,2019-07-15,904847.519127926
27.0944773568127,-80.8100852778929,2019-07-15,413875.19654302
28.6765899023067,-81.6641106836588,2019-07-15,812305.511619333
27.3321755204931,-81.2618174290056,2019-07-15,709821.909114728
28.609053352354,-81.6484098834918,2019-07-15,603761.477816897
27.1172005767724,-80.7438484168797,2019-07-15,222560.147257429
26.9712935332636,-81.0013930304943,2019-07-15,228644.837484919
27.049004366321,-80.8391129985061,2019-07-15,82040.7080729161
27.1260411988956,-80.7451836865979,2019-07-15,107440.841212367
28.6044744227335,-81.6056022865945,2019-07-15,527588.596536268
28.671418292054,-81.6007262850412,2019-07-15,880767.741436161
26.9414370431827,-80.8786611615722,2019-07-15,26426.6066228842
27.7397148305408,-81.505461338859,2019-07-15,812305.511619333
27.9742536263217,-81.8296191430444,2019-07-15,812305.511619333
28.6271351848571,-81.6760397842789,2019-07-15,637225.871600731
27.8894444091353,-81.2457183515802,2019-07-15,425190.350647824
28.8446306458245,-81.8628781110276,2019-07-15,299434.198646982
